Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL
The Guitar Center Company,Embedded Service Technician I (The Bay Area),Firmware / Embedded,Fremont,US,Other,,,May 19,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0d1a1622d0d34036c9b8bb
Torc Robotics,Software Engineer 1 - Device Drivers,Firmware / Embedded,"Ann Arbor, MI",US,Other,,,2mo,,simplify:HW,https://job-boards.greenhouse.io/torcrobotics/jobs/8492431002
Torc Robotics,Software Engineer I - Device Drivers,Firmware / Embedded,"Ann Arbor, MI",US,Other,,,Jun 02,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a1f1b1b09442629a685706c
TP-Link Systems Inc.,"Penetration Tester, Embedded Devices",Firmware / Embedded,"Irvine, CA",US,Other,,,Apr 06,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d7204548f0c8161d2fd21c
TP-Link Systems Inc.,2026 Early Career Software Engineering (Mobile OR Embedded),Firmware / Embedded,"Irvine, CA",US,Other,,,May 18,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a03bdf9bc4184089f2355b8
TP-Link Systems Inc.,2026 Early Career Software Engineering (Mobile OR Embedded),Firmware / Embedded,"Irvine, California, United States",US,Other,,,May 12,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a03b301f3d6cc51d6379402
Universal Instruments Corporation,Software Engineer I - Embedded,Firmware / Embedded,"Conklin, NY, US",US,Other,,,May 21,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a0f797780bf0430c76344f2
University of St. Thomas,Computer or Embedded Systems Engineer,Firmware / Embedded,Twin Cities Area,US,Other,,,Apr 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f25c5eab4ec4779fff8a5b
Wabtec Corporation,Embedded Software Engineer III,Firmware / Embedded,"Germantown, MD",US,Other,,,May 14,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a061197f3d6cc51d638e87d
Watchfire,Software Engineer (Embedded Systems),Firmware / Embedded,"Danville, IL 61832, USA",US,Other,,,Jun 06,Hybrid,jobright:SW,https://jobright.ai/jobs/info/6a072c414a0a6a7e7d825cb5
WD,Software Engineer (Apps & Firmware),Firmware / Embedded,"San Jose, CA",US,Other,,,Jun 05,Hybrid,jobright:SW,https://jobright.ai/jobs/info/6a037806bc4184089f232bb0
WHOOP,Embedded Engineer,Firmware / Embedded,"Boston, MA",US,Other,,,Jun 06,On Site,jobright:SW,https://jobright.ai/jobs/info/6a080196a203b1052e4408c6
WindBorne Systems,Embedded Electrical Engineer,Firmware / Embedded,"Redwood City, CA",US,Other,,,Apr 27,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e84fca3aa0c4796439ee81
York Space Systems,Embedded Flight Software Engineer (Early Career),Firmware / Embedded,"Greenwood Village, CO, 6060 South Willow Drive, Greenwood Village, Colorado, United States of America",US,Other,,,Jun 06,On Site,jobright:SW,https://jobright.ai/jobs/info/6a074cf2403fc339507e2ce6
Zone 5 Technologies,Embedded Software Engineer I/II,Firmware / Embedded,"San Luis Obispo, California",US,Other,,,Jun 01,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a1e1d55c2a87d6cd3e1002f
Zone 5 Technologies,Embedded Software Engineer I/II,Firmware / Embedded,"San Luis Obispo County, CA",US,Other,,,May 28,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69fad965d21cf86d1e3cd3a8
